RecipeID,profileID,Rate
9330,401229,5.0
9330,5128276,2.0
9330,2230951,2.0
9330,237963,5.0
9330,2441327,5.0
9330,4324288,5.0
9330,946689,5.0
9330,5333568,5.0
9330,4996966,5.0
9330,1526026,5.0
9330,2041267,3.0
9330,3154015,5.0
9330,4652417,5.0
9330,4577401,5.0
9330,528596,3.0
9330,5040973,5.0
9330,3401129,5.0
9330,2657288,5.0
9330,3225980,5.0
9330,670771,5.0
9330,16300471,5.0
9330,2894131,5.0
9330,9619075,5.0
9330,8530271,5.0
9330,2982108,5.0
9330,6848181,5.0
9330,2896668,5.0
9330,8265039,5.0
9330,7369225,4.0
9330,8264747,5.0
9330,1229556,5.0
9330,5226842,5.0
9330,2697664,5.0
9330,1567489,5.0
9330,5746271,5.0
9330,1485008,5.0
9330,1119812,4.0
9330,3701747,5.0
9330,3874787,4.0
9330,3309367,3.0
9330,3240547,5.0
9330,1426573,5.0
9330,217194,5.0
9330,2633098,5.0
9330,7169794,5.0
9330,204837,3.0
9330,5519976,5.0
9330,6197391,4.0
9330,4500570,5.0
9330,4666249,5.0
9330,2191349,4.0
9330,8353700,5.0
9330,4170238,5.0
9330,8499767,2.0
9330,4069598,5.0
9330,3894173,5.0
9330,5683700,5.0
9330,8394165,5.0
9330,7477642,5.0
9330,5207203,5.0
9330,1241816,5.0
9330,3237666,4.0
9330,1421127,5.0
9330,6906144,5.0
9330,6685539,5.0
9330,2769478,5.0
9330,7660401,5.0
9330,1150935,5.0
9330,5987106,5.0
9330,2193863,5.0
9330,3687497,5.0
9330,4600667,5.0
9330,2110049,5.0
9330,247644,5.0
9330,1007547,5.0
9330,5212331,5.0
9330,3506019,5.0
9330,2129629,5.0
9330,602947,5.0
9330,3196142,3.0
9330,2007767,5.0
9330,1468901,5.0
9330,2966181,5.0
9330,1089474,5.0
9330,3830931,5.0
9330,3423629,5.0
9330,4277398,5.0
9330,4200148,5.0
9330,555975,5.0
9330,3962434,5.0
9330,1390591,5.0
9330,3033679,5.0
9330,2911387,4.0
9330,1321944,5.0
9330,422882,5.0
9330,2452031,5.0
9330,1381002,5.0
9330,581073,5.0
9330,449744,5.0
9330,21907115,5.0
9330,1146320,5.0
9330,74172,5.0
9330,191398,5.0
9330,348339,5.0
9330,58865,5.0
9330,1918726,5.0
9330,3112755,5.0
9330,3390671,5.0
9330,12094896,5.0
9330,24859,5.0
9330,8213663,5.0
9330,2485062,4.0
9330,7398248,5.0
9330,5367580,4.0
9330,5739059,5.0
9330,2780298,5.0
9330,6965175,5.0
9330,8312812,5.0
9330,7923377,5.0
9330,8241453,5.0
9330,8260484,5.0
9330,8445597,5.0
9330,4204518,5.0
9330,2964463,5.0
9330,6870323,5.0
9330,742336,2.0
9330,4855587,5.0
9330,2921590,4.0
9330,2417124,5.0
9330,2900903,5.0
9330,8429083,5.0
9330,8128486,5.0
9330,8161810,5.0
9330,3117828,5.0
9330,2342108,5.0
9330,8370013,5.0
9330,641860,5.0
9330,6186315,5.0
9330,5964578,4.0
9330,3478154,5.0
9330,718813,5.0
9330,5489688,5.0
9330,1743852,5.0
9330,4108484,5.0
9330,1190120,5.0
9330,8114750,5.0
9330,3209147,5.0
9330,8308160,5.0
9330,8177892,5.0
9330,5905881,5.0
9330,2978084,5.0
9330,4711165,5.0
9330,2267965,5.0
9330,2163587,5.0
9330,7729993,5.0
9330,4422647,5.0
9330,5132828,5.0
9330,3195481,5.0
9330,3072885,5.0
9330,1435561,5.0
9330,3420531,5.0
9330,5820930,5.0
9330,856458,5.0
9330,5732072,5.0
9330,1700453,5.0
9330,7838551,5.0
9330,7777067,5.0
9330,4432308,5.0
9330,4775260,5.0
9330,3574351,5.0
9330,3993475,5.0
9330,6139302,5.0
9330,1902824,5.0
9330,4116408,5.0
9330,1049958,3.0
9330,1220264,5.0
9330,3990040,5.0
9330,6024533,5.0
9330,2356896,5.0
9330,3214832,5.0
9330,1719684,5.0
9330,1520931,5.0
9330,1721331,5.0
9330,5712948,5.0
9330,2424594,5.0
9330,4243968,5.0
9330,2838958,5.0
9330,4934005,5.0
9330,2206269,4.0
9330,190656,4.0
9330,1987083,5.0
9330,4068163,5.0
9330,1858228,3.0
9330,1099951,5.0
9330,4302443,5.0
9330,735720,5.0
9330,3654490,5.0
9330,2412162,4.0
9330,3140988,2.0
9330,1978376,5.0
9330,359786,5.0
9330,1699883,5.0
9330,1696694,5.0
9330,395637,5.0
9330,2043209,5.0
9330,2266941,5.0
9330,1447121,5.0
9330,1715512,5.0
9330,2799282,4.0
9330,2513254,5.0
9330,2571612,5.0
9330,639928,5.0
9330,2419981,5.0
9330,2697132,5.0
9330,2646458,4.0
9330,1881517,5.0
9330,101990,5.0
9330,841462,5.0
9330,1373688,5.0
9330,2044014,5.0
9330,1591853,5.0
9330,1885218,5.0
9330,1685116,5.0
9330,1673861,5.0
9330,22171531,5.0
9330,5028426,5.0
9330,20307687,5.0
9330,595364,2.0
9330,6925623,5.0
9330,4508708,5.0
9330,7201129,5.0
9330,476447,5.0
9330,1782826,4.0
9330,9848568,5.0
9330,15060482,4.0
9330,12263107,5.0
9330,14319468,5.0
9330,55827,5.0
9330,9349998,4.0
9330,14833434,5.0
9330,3093417,5.0
9330,6405553,5.0
9330,5119522,5.0
9330,11360300,4.0
9330,13431562,5.0
9330,5321133,5.0
9330,12348257,5.0
9330,4752800,5.0
9330,8214130,2.0
9330,3445172,5.0
9330,11477955,5.0
9330,3643184,5.0
9330,5232413,5.0
9330,1651166,5.0
9330,10158891,5.0
9330,5582140,5.0
9330,4081868,5.0
9330,2214874,3.0
9330,4310897,3.0
9330,6458754,4.0
9330,9904532,5.0
9330,2009033,5.0
9330,828381,5.0
9330,5208044,3.0
9330,2681991,5.0
9330,10186474,5.0
9330,2995651,5.0
9330,9428639,5.0
9330,1894353,5.0
9330,2504747,5.0
9330,6052724,3.0
9330,4161661,5.0
9330,4529923,5.0
9330,5669992,1.0
9330,6143103,4.0
9330,645402,4.0
9330,1549395,5.0
9330,1454781,5.0
9330,392562,5.0
9330,6124424,5.0
9330,4236548,5.0
9330,1096530,5.0
9330,2814785,5.0
9330,5433478,3.0
9330,4111983,5.0
9330,6075355,5.0
9330,630066,4.0
9330,2396439,5.0
9330,4724554,5.0
9330,1513204,5.0
9330,658514,5.0
9330,3654680,5.0
9330,5938143,5.0
9330,5028353,5.0
9330,1102063,5.0
9330,5464911,5.0
9330,2365791,5.0
9330,5888486,5.0
9330,2392690,5.0
9330,2692373,5.0
9330,1275122,5.0
9330,1468554,4.0
9330,2529218,5.0
9330,2242826,5.0
9330,2870162,4.0
9330,3152705,5.0
9330,2893015,5.0
9330,2904256,5.0
9330,3895295,5.0
9330,3088932,5.0
9330,3637030,5.0
9330,2282791,5.0
9330,4279164,5.0
9330,2226008,5.0
9330,1966228,5.0
9330,4388489,5.0
9330,3602722,2.0
9330,3526069,5.0
9330,2334772,5.0
9330,3865034,5.0
9330,2281230,5.0
9330,3665223,5.0
9330,4360922,5.0
9330,4360043,5.0
9330,2099067,4.0
9330,2425050,5.0
9330,2253094,5.0
9330,4239702,5.0
9330,1837815,5.0
9330,1496286,4.0
9330,1879650,4.0
9330,4261344,5.0
9330,2331990,5.0
9330,1586554,4.0
9330,1549677,5.0
9330,4181148,5.0
9330,1749895,5.0
9330,2655987,5.0
9330,3201288,5.0
9330,3759740,5.0
9330,3357729,5.0
9330,1980842,5.0
9330,3310518,5.0
9330,2556729,5.0
9330,582552,5.0
9330,1676176,5.0
9330,1982510,5.0
9330,3370298,1.0
9330,2792226,5.0
9330,265180,5.0
9330,3212291,5.0
9330,2270168,5.0
9330,1713880,4.0
9330,3357497,5.0
9330,358608,4.0
9330,1159185,5.0
9330,1110124,5.0
9330,652772,5.0
9330,2751059,5.0
9330,1721195,5.0
9330,227621,5.0
9330,1359080,5.0
9330,2530356,5.0
9330,2304910,5.0
9330,2606109,5.0
9330,2506119,5.0
9330,896287,5.0
9330,1054544,5.0
9330,868006,5.0
9330,2526512,5.0
9330,2164305,5.0
9330,634431,5.0
9330,1930742,5.0
9330,2166468,5.0
9330,436390,5.0
9330,672540,5.0
9330,420347,5.0
9330,817839,5.0
9330,2048141,5.0
9330,2113836,5.0
9330,1383369,5.0
9330,14054077,5.0
9330,15868422,5.0
9330,24783486,5.0
9330,24786999,5.0
9330,11333690,5.0
9330,1049379,5.0
9330,6904929,5.0
9330,3356514,5.0
9330,8198375,5.0
9330,1624066,5.0
9330,4938764,5.0
9330,17405822,5.0
9330,22399920,5.0
9330,2185843,5.0
9330,15462007,5.0
9330,17061649,5.0
9330,17365076,5.0
9330,4647254,4.0
9330,16074837,5.0
9330,24089243,4.0
9330,24425127,5.0
9330,6114791,5.0
9330,8455317,5.0
9330,5509999,4.0
9330,23814057,3.0
9330,23844754,5.0
9330,17419749,5.0
9330,22333303,5.0
9330,17200128,5.0
9330,3356383,5.0
9330,17884206,5.0
9330,20629630,5.0
9330,18250863,5.0
9330,11917494,2.0
9330,11339919,5.0
9330,7763442,5.0
9330,9637158,5.0
9330,15231771,5.0
9330,22850301,5.0
9330,20920679,5.0
9330,14061875,5.0
9330,6645054,5.0
9330,12612316,5.0
9330,20609078,5.0
9330,3656010,5.0
9330,18171891,5.0
9330,4860921,5.0
9330,15769761,5.0
9330,21355367,5.0
9330,17124298,2.0
9330,7593060,5.0
9330,11065195,5.0
9330,13351437,5.0
9330,17532614,5.0
9330,5636596,5.0
9330,5991606,5.0
9330,2138721,4.0
9330,20960181,5.0
9330,21518139,5.0
9330,9640272,5.0
9330,13555403,5.0
9330,14596213,5.0
9330,13954785,5.0
9330,893132,5.0
9330,16842385,5.0
9330,17826336,5.0
9330,4174946,4.0
9330,7259737,5.0
9330,21049211,5.0
9330,6649001,5.0
9330,10746162,5.0
9330,8323506,4.0
9330,16609460,5.0
9330,15008682,5.0
9330,21069885,5.0
9330,10042079,4.0
9330,6248580,5.0
9330,3402262,5.0
9330,2639976,5.0
9330,15697167,5.0
9330,13136946,4.0
9330,11407019,5.0
9330,18178508,5.0
9330,4006995,4.0
9330,16972102,5.0
9330,14719071,5.0
9330,850171,5.0
9330,9199590,5.0
9330,1421904,5.0
9330,20923526,5.0
9330,5234441,5.0
9330,15883836,5.0
9330,3360993,5.0
9330,3782634,5.0
9330,4255851,5.0
9330,10229003,5.0
9330,20847892,4.0
9330,8708112,5.0
9330,17848814,5.0
9330,3374831,5.0
9330,1756585,5.0
9330,20652500,5.0
9330,4475810,5.0
9330,16728584,5.0
9330,9996014,5.0
9330,11848905,5.0
9330,5303402,5.0
9330,10407300,3.0
9330,6014849,5.0
9330,4453256,5.0
9330,9314367,3.0
9330,7039882,5.0
9330,17764187,5.0
9330,11095556,5.0
9330,1497536,5.0
9330,14099268,5.0
9330,4179206,5.0
9330,2335223,5.0
9330,3886381,5.0
9330,9844180,5.0
9330,6385266,5.0
9330,3010999,3.0
9330,12545358,4.0
9330,7433491,5.0
9330,17222642,5.0
9330,17190156,5.0
9330,10068032,5.0
9330,16475214,5.0
9330,2244993,5.0
9330,17054363,4.0
9330,12419535,5.0
9330,17085613,5.0
9330,15611309,5.0
9330,15348689,5.0
9330,9898127,5.0
9330,15090561,4.0
9330,1115267,5.0
9330,8396674,5.0
9330,1689046,5.0
9330,6418859,5.0
9330,876452,5.0
9330,4627070,5.0
9330,7090039,5.0
9330,16979377,3.0
9330,2608591,4.0
9330,4354107,5.0
9330,10388449,5.0
9330,2269053,5.0
9330,6324891,5.0
9330,16786603,4.0
9330,16767367,5.0
9330,12267521,5.0
9330,3248195,5.0
9330,14048714,5.0
9330,2282312,5.0
9330,14031912,5.0
9330,4572812,3.0
9330,10636443,5.0
9330,8266846,5.0
9330,7860311,5.0
9330,5729465,5.0
9330,6460233,5.0
9330,16306183,5.0
9330,4157318,5.0
9330,16243126,5.0
9330,3497979,5.0
9330,13620963,5.0
9330,4129504,5.0
9330,12670707,4.0
9330,10219666,5.0
9330,15021954,5.0
9330,14900618,5.0
9330,14540365,4.0
9330,4989378,5.0
9330,7745232,5.0
9330,6030547,4.0
9330,8386478,5.0
9330,4368455,5.0
9330,3835122,5.0
9330,6017152,5.0
9330,14801483,5.0
9330,12376158,5.0
9330,11500218,5.0
9330,13234185,5.0
9330,3294629,5.0
9330,10237469,5.0
9330,2837617,5.0
9330,5205099,5.0
9330,6460759,4.0
9330,14551549,5.0
9330,7913375,5.0
9330,14172103,5.0
9330,3340775,5.0
9330,7720185,5.0
9330,5208056,5.0
9330,1489399,5.0
9330,12737828,5.0
9330,3173488,2.0
9330,5769222,5.0
9330,12978823,5.0
9330,6287041,5.0
9330,1473935,3.0
9330,666358,5.0
9330,11596049,4.0
9330,2898819,5.0
9330,4732350,5.0
9330,1887742,5.0
9330,5148423,5.0
9330,3995450,4.0
9330,3406293,5.0
9330,3601401,5.0
9330,2776012,5.0
9330,910583,5.0
9330,12589975,5.0
9330,2696932,5.0
9330,2181359,5.0
9330,12554086,5.0
9330,4629851,5.0
9330,11358549,2.0
9330,6242521,5.0
9330,6648519,5.0
9330,965279,5.0
9330,12139501,5.0
9330,4752077,5.0
9330,12329386,5.0
9330,5792902,5.0
9330,12073890,5.0
9330,3317789,5.0
9330,4759815,5.0
9330,537225,5.0
9330,9932601,4.0
9330,10259943,5.0
9330,10331100,5.0
9330,6096035,5.0
9330,2044406,5.0
9330,1447707,5.0
9330,8868657,4.0
9330,6975288,5.0
9330,6535096,5.0
9330,7670080,5.0
9330,4166183,5.0
9330,5452288,5.0
9330,3841512,5.0
9330,2315359,5.0
9330,1494489,5.0
9330,825444,5.0
9330,29888,5.0
9330,7485161,5.0
9330,6916345,5.0
9330,6701086,5.0
9330,8470044,5.0
9330,8990103,5.0
9330,8847921,5.0
9330,2456712,5.0
9330,342644,5.0
9330,3000289,5.0
9330,3498657,5.0
9330,621322,5.0
9330,2426353,5.0
9330,5546698,5.0
9330,2506469,5.0
9330,2592329,5.0
9330,4390305,5.0
9330,2102783,5.0
9330,1697160,5.0
9330,3394444,5.0
9330,4872156,5.0
9330,893959,5.0
9330,4752714,4.0
9330,3681374,5.0
9330,937842,5.0
9330,2877309,5.0
9330,5160178,5.0
9330,4043638,5.0
9330,4449328,5.0
9330,3564423,5.0
9330,3776085,5.0
9330,2856984,5.0
9330,4046036,5.0
9330,626215,4.0
9330,1587560,5.0
9330,2934595,5.0
9330,2711463,4.0
9330,1062036,5.0
9330,1442661,5.0
9330,4413387,5.0
9330,4284804,5.0
9330,2707245,5.0
9330,3635060,5.0
9330,1148461,5.0
9330,228767,4.0
9330,3451012,4.0
9330,1682832,5.0
9330,3135199,5.0
9330,1946826,5.0
9330,4329755,5.0
9330,3853103,5.0
9330,1518987,5.0
9330,4184107,5.0
9330,4009616,4.0
9330,21099,4.0
9330,13499,4.0
9330,2217970,5.0
9330,97869,5.0
9330,719546,5.0
9330,832291,5.0
9330,3474542,5.0
9330,2986873,5.0
9330,2402044,5.0
9330,1375435,5.0
9330,2927628,5.0
9330,1406491,5.0
9330,3392126,5.0
9330,2184479,5.0
9330,2764216,5.0
9330,2229157,4.0
9330,3415176,5.0
9330,2978904,5.0
9330,780635,5.0
9330,3011606,5.0
9330,395697,5.0
9330,2546548,5.0
9330,3391958,5.0
9330,3347150,5.0
9330,2699368,5.0
9330,2231773,4.0
9330,3261213,5.0
9330,1811789,5.0
9330,2145861,5.0
9330,2251488,5.0
9330,3385107,5.0
9330,2672570,5.0
9330,2004390,5.0
9330,2622862,5.0
9330,3306278,3.0
9330,2327430,5.0
9330,3001690,5.0
9330,2491557,5.0
9330,2249355,5.0
9409,231795,3.0
9409,649768,5.0
9409,721054,5.0
9409,531920,5.0
9409,537024,5.0
9409,406145,4.0
9409,666333,5.0
9409,531190,5.0
9409,691500,5.0
9409,696441,4.0
9409,725394,5.0
9409,350463,5.0
9409,601145,5.0
9409,562028,5.0
9409,317871,5.0
9409,204320,4.0
9409,728143,5.0
9409,5122340,5.0
9409,4098060,4.0
9409,1222668,5.0
9409,664449,5.0
9409,731605,4.0
9409,742446,5.0
9409,722005,5.0
9409,493909,5.0
9409,517279,5.0
9409,747029,5.0
9409,582046,3.0
9409,455170,5.0
9409,181574,5.0
9409,472278,5.0
9409,219633,5.0
9409,5392256,4.0
9409,2994214,5.0
9409,2725333,4.0
9409,713006,5.0
9409,830376,5.0
9409,541107,5.0
9409,202520,5.0
9409,1642573,5.0
9409,4032138,5.0
9409,7769273,5.0
9409,4177060,5.0
9409,964783,4.0
9409,787692,5.0
9409,3108614,5.0
9409,2116901,5.0
9409,2204891,4.0
9409,926011,5.0
9409,363220,5.0
9409,750918,5.0
9409,528646,5.0
9409,548594,5.0
9409,522467,5.0
9409,525734,5.0
9409,523466,5.0
9409,463813,5.0
9409,217566,5.0
9409,230664,5.0
9409,177333,5.0
9409,177815,5.0
9409,5127334,5.0
9409,7492393,4.0
9409,2802482,5.0
9409,2717345,5.0
9409,1719325,5.0
9409,979782,5.0
9409,651426,5.0
9409,1162680,2.0
9409,1116341,5.0
9409,13956,5.0
9409,1217839,5.0
9409,879904,3.0
9409,424165,5.0
9409,5858746,5.0
9409,2746440,5.0
9409,2437831,5.0
